sentence,aspect_category,polarity
"My laptop was easy to set-up, and I've had no problems to date.",LAPTOP#GENERAL,positive
Did not disappoint me at all.,LAPTOP#GENERAL,positive
Lenovo is the best laptop.,LAPTOP#GENERAL,positive
Built in mike is really poor and unusable for Skype or any other purpose.,MULTIMEDIA_DEVICES#QUALITY,negative
Built in mike is really poor and unusable for Skype or any other purpose.,MULTIMEDIA_DEVICES#USABILITY,negative
And the only microphone input is for a combo Mike/Speaker plug.,LAPTOP#DESIGN_FEATURES,negative
So to communicate I need to wear ear plugs or a headset with a built-in mike.,LAPTOP#USABILITY,negative
That's a nuisance for family Skype calls...only one can speak at a time.,LAPTOP#USABILITY,negative
"We haven't used it enough or had it long enough to give it 5 stars, but so far it has been a very good laptop.",LAPTOP#GENERAL,positive
Several other reviewers made comments on the keyboard and now I can understand why --- this keyboard is the nicest to use of any laptop we've ever owned.,KEYBOARD#USABILITY,positive
"I'm a life-long desktop computer user, and the keyboard on this laptop is as close to a ""normal"" keyboard as I've ever seen.",KEYBOARD#GENERAL,positive
We like this new laptop -- a lot!,LAPTOP#GENERAL,positive
Very good performer for the price.,LAPTOP#OPERATION_PERFORMANCE,positive
Very good performer for the price.,LAPTOP#PRICE,neutral
"Not blazing fast, but quick enough.",LAPTOP#OPERATION_PERFORMANCE,positive
One really nice thing about Lenovo laptops is that they are not cluttered with a bunch or trial software.,LAPTOP#DESIGN_FEATURES,positive
One really nice thing about Lenovo laptops is that they are not cluttered with a bunch or trial software.,SOFTWARE#MISCELLANEOUS,positive
One really nice thing about Lenovo laptops is that they are not cluttered with a bunch or trial software.,COMPANY#GENERAL,positive
The desktop was clean once I got it up and running.,LAPTOP#DESIGN_FEATURES,positive
"Battery life is above average, and it charges quickly.",BATTERY#OPERATION_PERFORMANCE,positive
Keyboard is sturdy.,KEYBOARD#QUALITY,positive
"The touch pad takes a little getting used to as the ""click"" buttons are on top instead of the bottom.",MOUSE#DESIGN_FEATURES,neutral
"The touch pad takes a little getting used to as the ""click"" buttons are on top instead of the bottom.",MOUSE#USABILITY,neutral
I will be considering Lenovo for all future laptop purchases.,COMPANY#GENERAL,positive
This lap top is good so far.,LAPTOP#GENERAL,positive
It is quiet runs smoothly.,LAPTOP#QUALITY,positive
It is quiet runs smoothly.,LAPTOP#OPERATION_PERFORMANCE,positive
"I really like the video option on it, I stream movies on Amazon Prime and Netflix and there is no lag.",LAPTOP#DESIGN_FEATURES,positive
"I really like the video option on it, I stream movies on Amazon Prime and Netflix and there is no lag.",LAPTOP#OPERATION_PERFORMANCE,positive
"The only negative would be that it gets pretty warm sitting on my lap for very long, but that is pretty much standard for all lop tops I think.",LAPTOP#QUALITY,neutral
it stopped working 31 days after purchase.,LAPTOP#OPERATION_PERFORMANCE,negative
it stopped working 31 days after purchase.,LAPTOP#QUALITY,negative
it was slow and might be problematic.,LAPTOP#OPERATION_PERFORMANCE,negative
it was slow and might be problematic.,LAPTOP#GENERAL,negative
i would shop around for a better one.,LAPTOP#GENERAL,negative
CRASHED only 2 days from getting it!!!!,LAPTOP#OPERATION_PERFORMANCE,negative
CRASHED only 2 days from getting it!!!!,LAPTOP#QUALITY,negative
Says it is failing hard drive.,HARD_DISC#QUALITY,negative
I should have bought something better.,LAPTOP#GENERAL,negative
"The PC is works well with a good battery and a power cable, and has a web cam.",LAPTOP#OPERATION_PERFORMANCE,positive
"The PC is works well with a good battery and a power cable, and has a web cam.",BATTERY#OPERATION_PERFORMANCE,positive
"The PC is works well with a good battery and a power cable, and has a web cam.",LAPTOP#DESIGN_FEATURES,positive
"However, it does not have a DVD drive, neither does it afford one the opportunity to connect an external DVD drive as the manufacturer did not make any point ofconnection of an external drive.",LAPTOP#DESIGN_FEATURES,negative
"However, it does not have a DVD drive, neither does it afford one the opportunity to connect an external DVD drive as the manufacturer did not make any point ofconnection of an external drive.",LAPTOP#USABILITY,negative
"However, it does not have a DVD drive, neither does it afford one the opportunity to connect an external DVD drive as the manufacturer did not make any point ofconnection of an external drive.",LAPTOP#CONNECTIVITY,negative
"Other than a hate of windows 8, she just loves it.",LAPTOP#GENERAL,positive
"Other than a hate of windows 8, she just loves it.",OS#GENERAL,negative
The plastic materials are rather cheap.,LAPTOP#QUALITY,negative
LOVE IT!,LAPTOP#GENERAL,positive
NEEDS MORE INSTRUCTIONS WITH IT,LAPTOP#MISCELLANEOUS,negative
"I'm very happy with my Acer, it does just for what I need it.",LAPTOP#GENERAL,positive
Even the sound is fantastic,MULTIMEDIA_DEVICES#QUALITY,positive
I love this laptop.,LAPTOP#GENERAL,positive
Even my extremely tech savvy boyfriend was impressed with the features and sleek design.,LAPTOP#DESIGN_FEATURES,positive
"Although I've had it for less than a week, I am very satisfied.",LAPTOP#GENERAL,positive
Functions well.,LAPTOP#OPERATION_PERFORMANCE,positive
Does all that was advertised.,LAPTOP#GENERAL,positive
"If it had a 4,5 star option, that is what I would give.",LAPTOP#GENERAL,positive
"The build is perfect, the screen fantastic, but I do have a bit of a problem with the fact that I have to buy adaptors for nearly everything, from vga cables to ethernet cables, so, almost perfect...",LAPTOP#QUALITY,positive
"The build is perfect, the screen fantastic, but I do have a bit of a problem with the fact that I have to buy adaptors for nearly everything, from vga cables to ethernet cables, so, almost perfect...",DISPLAY#GENERAL,positive
"The build is perfect, the screen fantastic, but I do have a bit of a problem with the fact that I have to buy adaptors for nearly everything, from vga cables to ethernet cables, so, almost perfect...",LAPTOP#CONNECTIVITY,negative
"The build is perfect, the screen fantastic, but I do have a bit of a problem with the fact that I have to buy adaptors for nearly everything, from vga cables to ethernet cables, so, almost perfect...",LAPTOP#USABILITY,negative
1.Great display.,DISPLAY#GENERAL,positive
Love the color accuracy.,DISPLAY#QUALITY,positive
2.Very decent speakers.,MULTIMEDIA_DEVICES#GENERAL,positive
3.Fairly fast.,LAPTOP#OPERATION_PERFORMANCE,positive
4.Loud fan when watching 4K video off YouTube.,FANS_COOLING#QUALITY,negative
Sounds like a washer.,FANS_COOLING#QUALITY,negative
Machine gets fairly hot near the bottom of the screen.,LAPTOP#QUALITY,negative
Battery power laptop had difficulties computing.,LAPTOP#OPERATION_PERFORMANCE,negative
Battery power laptop had difficulties computing.,LAPTOP#USABILITY,negative
6.Still feels too heavy to me.,LAPTOP#DESIGN_FEATURES,negative
Could lose another pound or two.,LAPTOP#DESIGN_FEATURES,negative
7.Expensive.,LAPTOP#PRICE,negative
Paid close to $2800 out the door.,LAPTOP#PRICE,negative
Biggest piece of junk I have ever purchased.,LAPTOP#QUALITY,negative
This clunker however stopped working after only two weeks of having it delivered.,LAPTOP#OPERATION_PERFORMANCE,negative
This clunker however stopped working after only two weeks of having it delivered.,LAPTOP#QUALITY,negative
It would have a full charge yet would turn itself off for no explainable reason after being on for 5 minutes.,LAPTOP#OPERATION_PERFORMANCE,negative
"The second one, after a little over a month, refused to turn on even with a full charge.",LAPTOP#OPERATION_PERFORMANCE,negative
"The second one, after a little over a month, refused to turn on even with a full charge.",LAPTOP#QUALITY,negative
What a lemon!!,LAPTOP#QUALITY,negative
This is a big disappointment.,LAPTOP#GENERAL,negative
"I only use a laptop for personal use, but this one can't even handle that!",LAPTOP#MISCELLANEOUS,negative
It takes a long time to load any page.,LAPTOP#OPERATION_PERFORMANCE,negative
I've had it for a minth and so far it's shut down completely 3 times.,LAPTOP#OPERATION_PERFORMANCE,negative
I've had it for a minth and so far it's shut down completely 3 times.,LAPTOP#QUALITY,negative
"I have had Dell Desktops for years, so had no qualms about buying a Dell laptop.",LAPTOP#GENERAL,negative
"I have had Dell Desktops for years, so had no qualms about buying a Dell laptop.",COMPANY#GENERAL,negative
I've always sworn by dell.,COMPANY#GENERAL,positive
"So with this new order, all the upgrades and windows 8 really caught my eye and I got this for the long haul.",LAPTOP#DESIGN_FEATURES,positive
"So with this new order, all the upgrades and windows 8 really caught my eye and I got this for the long haul.",OS#GENERAL,positive
I am not ultra tech savvy but I can tell when it works slow!,LAPTOP#OPERATION_PERFORMANCE,negative
I barely have any files or downloads and its almost impossible to get this thing to load.,LAPTOP#OPERATION_PERFORMANCE,negative
I barely have any files or downloads and its almost impossible to get this thing to load.,LAPTOP#CONNECTIVITY,negative
I'm so disappointed.,LAPTOP#GENERAL,negative
"In two months, both the power cord pin broke (the company replaced it) and then the CD drive literally jumped out of the laptop unannounced and shattered into a million pieces.",POWER_SUPPLY#QUALITY,negative
"In two months, both the power cord pin broke (the company replaced it) and then the CD drive literally jumped out of the laptop unannounced and shattered into a million pieces.",SUPPORT#QUALITY,neutral
"In two months, both the power cord pin broke (the company replaced it) and then the CD drive literally jumped out of the laptop unannounced and shattered into a million pieces.",OPTICAL_DRIVES#QUALITY,negative
"In addition, no matter what I do to change the settings, add/delete Flash, etc., Firefox hangs on start-up.",SOFTWARE#OPERATION_PERFORMANCE,negative
It seems like Lenovo also makes weird choices about which side to put the powercord and other slots on.,LAPTOP#DESIGN_FEATURES,negative
It seems like Lenovo also makes weird choices about which side to put the powercord and other slots on.,COMPANY#GENERAL,negative
The cords always feel like they are in my way.,LAPTOP#DESIGN_FEATURES,negative
"One positive aspect of this laptop is the keyboard, which is larger than usual.",KEYBOARD#DESIGN_FEATURES,positive
It's a pleasure to type on.,KEYBOARD#USABILITY,positive
"My final thoughts: if you are a Mac user, stay away.",LAPTOP#MISCELLANEOUS,negative
"If you want to travel with this laptop, don't buy it.",LAPTOP#PORTABILITY,negative
"It's clunky, heavy, and a pain to start up and shut down.",LAPTOP#PORTABILITY,negative
"It's clunky, heavy, and a pain to start up and shut down.",LAPTOP#DESIGN_FEATURES,negative
"It's clunky, heavy, and a pain to start up and shut down.",LAPTOP#OPERATION_PERFORMANCE,negative
Great for games,LAPTOP#MISCELLANEOUS,positive
It's truly a great laptop for the price.,LAPTOP#GENERAL,positive
It's truly a great laptop for the price.,LAPTOP#PRICE,neutral
"However, this laptop far exceeded my expectations when I bought it for college, I only use Malwarebytes and Microsoft Security Essentials, run a virus scan maybe once a week and it has ran smoother than butter for the past two years.",LAPTOP#MISCELLANEOUS,positive
"However, this laptop far exceeded my expectations when I bought it for college, I only use Malwarebytes and Microsoft Security Essentials, run a virus scan maybe once a week and it has ran smoother than butter for the past two years.",LAPTOP#OPERATION_PERFORMANCE,positive
"For $250, which is as much as my graphics card alone cost, this laptop is an incredible value.",LAPTOP#PRICE,positive
"For $250, which is as much as my graphics card alone cost, this laptop is an incredible value.",LAPTOP#GENERAL,positive
"It is quite impressive at multitasking, which really surprised me.",LAPTOP#OPERATION_PERFORMANCE,positive
I can have tabs open while playing YouTube videos and it handles it impressively well.,LAPTOP#OPERATION_PERFORMANCE,positive
"BUT I should tell you that this laptop does not have the best screen, it's certainly good enough for the average person, but if you're used to good screens this may bother you a bit, but it's certainly not unbearable by anyone's standards.",DISPLAY#GENERAL,neutral
"If you want to game, this thing can handle League of Legends on medium-low settings, but I certainly wouldn't recommend it for gaming.",LAPTOP#MISCELLANEOUS,negative
"Overall, a great laptop for simply doing basic things and web-browsing.",LAPTOP#MISCELLANEOUS,positive
"Would definitely recommend for those who are ""technologically ignorant""",LAPTOP#MISCELLANEOUS,positive
this computer is very slow,LAPTOP#OPERATION_PERFORMANCE,negative
I love this laptop!,LAPTOP#GENERAL,positive
It does everything I need it too!,LAPTOP#GENERAL,positive
Very good price.,LAPTOP#PRICE,positive
Very nice computer,LAPTOP#GENERAL,positive
Immediately didn't like the track buttons.,MOUSE#GENERAL,negative
They are loud and clunky but I figured I'd get used to it.,MOUSE#QUALITY,negative
They are loud and clunky but I figured I'd get used to it.,MOUSE#DESIGN_FEATURES,negative
They are loud and clunky but I figured I'd get used to it.,MOUSE#USABILITY,neutral
